Name,Data Url,Reynold's Number,Alpha,CL,CD
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,3.25,0.3863,0.01219
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,3.5,0.4038,0.01332
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,3.75,0.427,0.01477
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,4,0.4522,0.01597
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,4.25,0.4784,0.017
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,4.5,0.5046,0.01803
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,4.75,0.5312,0.01912
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,5,0.558,0.02021
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,5.25,0.5849,0.0214
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,5.5,0.6116,0.0227
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,5.75,0.6383,0.02403
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,6,0.6655,0.02552
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,6.25,0.6918,0.02728
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,6.5,0.718,0.02899
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,6.75,0.7428,0.03143
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,7,0.7668,0.03423
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,7.25,0.7904,0.0366
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,7.5,0.8096,0.0405
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,7.75,0.8255,0.04518
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-100000,100000,8,0.842,0.04965
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,0,-0.0029,0.00833
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,0.25,0.0507,0.00827
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,0.5,0.1004,0.00822
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,0.75,0.1392,0.00823
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,1,0.1662,0.0083
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,1.25,0.1868,0.00837
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,1.5,0.2067,0.00842
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,1.75,0.2277,0.00844
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,2,0.2499,0.00844
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,2.25,0.2724,0.00846
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,2.5,0.2956,0.00853
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,2.75,0.319,0.00877
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,3,0.343,0.00938
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,3.25,0.3688,0.01032
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,3.5,0.3958,0.01115
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,3.75,0.4232,0.01187
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,4,0.4507,0.0125
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,4.25,0.4781,0.01316
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,4.5,0.5057,0.01374
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,4.75,0.5329,0.01438
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,5,0.5599,0.01512
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,5.25,0.5868,0.01586
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,5.5,0.6138,0.01654
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,5.75,0.6407,0.01725
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,6,0.6675,0.01807
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,6.25,0.6941,0.01903
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,6.5,0.7202,0.02013
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,6.75,0.7469,0.02105
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,7,0.7729,0.02229
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,7.25,0.799,0.02361
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,7.5,0.8243,0.02521
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,7.75,0.8486,0.02712
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,8,0.8734,0.02832
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,8.25,0.8956,0.0308
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,8.5,0.9137,0.03443
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,8.75,0.9272,0.039
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,9,0.9362,0.04403
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,9.25,0.9411,0.04923
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-200000,200000,9.5,0.9422,0.05462
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,0,-0.0078,0.00563
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,0.25,0.0258,0.0055
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,0.5,0.0608,0.00547
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,0.75,0.0877,0.00547
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,1,0.1146,0.0055
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,1.25,0.1416,0.00555
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,1.5,0.1688,0.00565
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,1.75,0.1961,0.00583
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,2,0.2237,0.00612
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,2.25,0.2516,0.00661
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,2.5,0.2798,0.0072
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,2.75,0.3083,0.00773
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,3,0.3368,0.00817
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,3.25,0.3653,0.00855
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,3.5,0.3939,0.0089
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,3.75,0.4224,0.00923
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,4,0.4509,0.00956
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,4.25,0.4793,0.00989
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,4.5,0.5077,0.01023
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,4.75,0.536,0.01056
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,5,0.5642,0.01091
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,5.25,0.5923,0.0113
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,5.5,0.6203,0.01169
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,5.75,0.6482,0.01207
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,6,0.6761,0.01248
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,6.25,0.7036,0.01295
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,6.5,0.7309,0.0135
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,6.75,0.7583,0.01395
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,7,0.7852,0.01454
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,7.25,0.812,0.01507
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,7.5,0.8384,0.01578
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,7.75,0.8649,0.01639
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,8,0.8901,0.0173
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,8.25,0.9161,0.01805
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,8.5,0.9418,0.01878
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,8.75,0.967,0.0195
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,9,0.991,0.02065
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,9.25,1.0153,0.02167
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,9.5,1.0391,0.02274
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,9.75,1.0624,0.02379
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,10,1.0849,0.02496
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,10.25,1.1045,0.02696
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,10.5,1.1233,0.02875
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,10.75,1.1394,0.03094
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,11,1.154,0.03309
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,11.25,1.1687,0.03492
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,11.5,1.1838,0.03644
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,11.75,1.1947,0.03844
"Airfoil,a63a108c-il",http://airfoiltools.com/polar/csv?polar=xf-a63a108c-il-500000,500000,12,1.2015,0.04082
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,0,0,0.02818
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,0.25,0.0061,0.02819
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,0.5,0.0121,0.02822
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,0.75,0.0181,0.02826
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,1,0.0239,0.02833
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,1.25,0.0296,0.02842
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,1.5,0.0351,0.02852
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,1.75,0.0404,0.02864
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,2,0.0455,0.02878
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,2.25,0.0503,0.02894
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,2.5,0.0549,0.02912
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,2.75,0.0591,0.02931
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,3,0.0629,0.02952
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,3.25,0.0667,0.02975
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,3.5,0.0704,0.03002
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,3.75,0.0745,0.03033
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,4,0.0794,0.03071
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,4.25,0.1051,0.03174
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,4.5,0.1865,0.03423
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,4.75,0.2619,0.0362
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,5,0.3432,0.03752
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,5.25,0.6233,0.02915
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,5.5,0.6664,0.03122
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,5.75,0.7017,0.0332
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,6,0.733,0.03545
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,6.25,0.7587,0.038
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,6.5,0.7762,0.04051
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,6.75,0.7886,0.04283
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,7,0.7988,0.04558
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,7.25,0.8075,0.04856
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-50000,50000,7.5,0.8159,0.05197
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,0,0,0.02508
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,0.25,0.0059,0.02509
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,0.5,0.0202,0.02511
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,0.75,0.0591,0.02518
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,1,0.097,0.02531
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,1.25,0.1345,0.02545
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,1.5,0.1762,0.0257
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,1.75,0.2079,0.02583
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,2,0.2437,0.02603
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,2.25,0.2899,0.02624
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,2.5,0.3437,0.02626
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,2.75,0.405,0.02601
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,3,0.4621,0.0255
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,3.25,0.6166,0.02108
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,3.5,0.64,0.01905
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-100000,100000,3.75,0.6508,0.01768
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,0,0,0.01322
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,0.25,0.0237,0.0133
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,0.5,0.0499,0.0133
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,0.75,0.0765,0.01326
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,1,0.0982,0.01321
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,1.25,0.1229,0.01323
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,1.5,0.1509,0.01317
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,1.75,0.1778,0.0131
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,2,0.1983,0.01304
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,2.25,0.2263,0.01279
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,2.5,0.25,0.01264
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,2.75,0.2746,0.01244
"Airfoil,ah85l120-il",http://airfoiltools.com/polar/csv?polar=xf-ah85l120-il-200000-n5,200000,3,0.2988,0.01223
